Artist,Song_name,Duration,size,loudness,Tempo
Mostafa_Amar,Alarab_Mostafa_Amar_Ensa.mp3,208.00802721088436,641408,-83.80803,143.5546875
Mostafa_Amar,Alarab_Moustafa-amr_Kalam-Einak.mp3,232.41142857142856,3270963,-83.85752,129.19921875
Mostafa_Amar,Alarab_Mostafa_Amar_Eneky_Wahshane.mp3,175.60802721088436,544208,-82.749016,95.703125
Mostafa_Amar,Alarab_Mostafa_Amar_Tal_Elail.mp3,269.92326530612246,4346576,-83.60681,66.25600961538461
Mostafa_Amar,Alarab_Mostafa-Amar_Yekhrebet-3a2lak.mp3,228.38403628117914,9152707,-83.716225,135.99917763157896
Mostafa_Amar,Alarab_Mostafa_Amar_Lessa_Habaieb.mp3,110.94204081632653,2679777,-10.689925,83.35433467741936
Mostafa_Amar,Alarab_Mostafa_Amar_Eskenderya.mp3,273.4560090702948,837752,-85.293465,129.19921875
Mostafa_Amar,Alarab_Mostafa_Amar_Mishwar.mp3,226.08979591836734,3642617,-83.37463,135.99917763157896
Mostafa_Amar,Alarab_Moustafa_Amar_-_Dhket_Lya.mp3,167.7855782312925,6772938,-43.270416,103.359375
Mostafa_Amar,Alarab_Moustafa-amr_Ya-Nhar-Abyad.mp3,250.33142857142857,3522231,-83.965515,135.99917763157896
Mostafa_Amar,Alarab_Moustafa-amr_Leila-Men-Omri.mp3,195.10857142857142,2748723,-83.626526,135.99917763157896
Mostafa_Amar,Alarab_Moustafa_Amar_-_Aarf.mp3,265.64027210884353,10687116,-42.066566,123.046875
Mostafa_Amar,Alarab_Moustafa_Alb-ElRasoul.mp3,173.19183673469388,6939151,-67.90427,112.34714673913044
Mostafa_Amar,Alarab_Mostafa_Amar_Yama_Kan_Ya_Alby.mp3,177.99836734693878,2865212,-34.07581,103.359375
Mostafa_Amar,Alarab_Mostafa_Amar_Ya_Habebi.mp3,460.5910204081633,7386624,-47.046333,117.45383522727273
Mostafa_Amar,Alarab_Mostafa_Amar_Gat_Tesalihni.mp3,277.28979591836736,4453804,-48.618446,112.34714673913044
Mostafa_Amar,Alarab_Moustafa_Amien.mp3,198.7395918367347,7960167,-46.83907,112.34714673913044
Mostafa_Amar,Alarab_Mostafa_Amar_Mabahbkesh.mp3,225.75020408163266,3646489,-37.424347,123.046875
Mostafa_Amar,Alarab_Mostafa_Amar_Maloh_Beyah.mp3,222.9551020408163,3584449,-85.923935,129.19921875
Mostafa_Amar,Alarab_Mostafa_Amar_Khalek.mp3,212.7412244897959,3421027,-47.88259,112.34714673913044
Mostafa_Amar,Alarab_Mostafa-Amar_04_Matsahnesh.mp3,221.76,8912328,-84.37814,103.359375
Mostafa_Amar,Alarab_Mostafa_Amar_Lahzet_Ghadab.mp3,244.29714285714286,4911123,-34.51053,107.666015625
Mostafa_Amar,Alarab_Mostafa_Amar_Ya_Nas.mp3,209.52,645944,-82.4448,60.09265988372093
Mostafa_Amar,Alarab_Moustafa_Mawlaya-Sobhanak.mp3,205.68816326530612,8237893,-53.326904,107.666015625
Mostafa_Amar,Alarab_Mostafa_Amar_Omry.mp3,184.84244897959184,4461415,-52.35886,99.38401442307692
Mostafa_Amar,Alarab_Mostafa_Amar_Khosara.mp3,244.5061224489796,3946583,-34.87623,107.666015625
Mostafa_Amar,Alarab_Mostafa_Amar_Kefaya.mp3,255.24,783104,-83.191025,172.265625
Mostafa_Amar,Alarab_Moustafa-amr_Matsahenesh.mp3,225.09714285714287,3168563,-84.54542,103.359375
Mostafa_Amar,Alarab_Moustafa-amr_Ala-Aye-Asas.mp3,198.90666666666667,7998048,-84.03792,117.45383522727273
Mostafa_Amar,Alarab_Mostafa_Amar_Law_Saaloni.mp3,257.4889795918367,4137062,-30.682528,151.99908088235293
Mostafa_Amar,Alarab_Mostafa_Amar_Betehlam.mp3,213.91201814058957,659120,-83.95314,143.5546875
Mostafa_Amar,Alarab_Moustafa-amr_Ellabaa.mp3,260.0489795918367,3657889,-83.93614,112.34714673913044
Mostafa_Amar,Alarab_Moustafa_Salla-Allah-Ala-Mohamed.mp3,162.95183673469387,6529923,-56.63581,103.359375
Mostafa_Amar,Alarab_Mostafa_Amar_Layaleki.mp3,260.02285714285716,4185546,-83.59324,151.99908088235293
Mostafa_Amar,Alarab_Moustafa-amr_Beadna-We-Gheltna.mp3,256.38666666666666,10297879,-84.322624,123.046875
Mostafa_Amar,Alarab_Mostafa_Amar_Tamen_Qalbak.mp3,240.84897959183672,3870751,-46.7703,107.666015625
Mostafa_Amar,Alarab_Mostafa-Amar_02_Leila-Men-Omri.mp3,192.34666666666666,7735781,-83.4595,135.99917763157896
Mostafa_Amar,Alarab_Mostafa_Amar_Aah_Men_Khododoh.mp3,263.44489795918366,4232286,-86.02977,117.45383522727273
Mostafa_Amar,Alarab_Mostafa_Amar_Zay_Zaman.mp3,257.72408163265305,4158071,-85.39675,143.5546875
Mostafa_Amar,Alarab_Mostafa_Amar_Ah_Ya_Ghazaly.mp3,207.36,639464,-85.17569,86.1328125
Mostafa_Amar,Alarab_Mostafa-Amar_Sana-Gaya.mp3,192.86204081632653,7731986,-14.473402,99.38401442307692
Mostafa_Amar,Alarab_Mostafa_Amar_Alby_Ya_Saaban.mp3,253.8,778784,-82.60539,135.99917763157896
Mostafa_Amar,Alarab_Mostafa_Amar_Bahebak.mp3,207.77795918367346,3349628,-48.633926,135.99917763157896
Mostafa_Amar,Alarab_Mostafa_Amar_Kanet_Habibty.mp3,221.85795918367347,3574908,-19.80681,60.09265988372093
Mostafa_Amar,Alarab_Moustafa_Amar_-_Seen_Men_Nas.mp3,230.45333333333335,9279654,-44.17687,123.046875
Mostafa_Amar,Alarab_Mostafa_Amar_Elly_3agebny_Fek.mp3,232.54204081632653,3745853,-51.75667,103.359375
Mostafa_Amar,Alarab_Mostafa_Amar_Khabbeni.mp3,203.2587755102041,3277321,-42.0343,99.38401442307692
Mostafa_Amar,Alarab_Moustafa_El-Basmala.mp3,163.68326530612245,6559129,-53.750996,135.99917763157896
Mostafa_Amar,Alarab_Moustafa-amr_Lama-Tehab-Had.mp3,229.59020408163266,3231466,-86.03403,117.45383522727273
Mostafa_Amar,Alarab_Mostafa_Amar_Sekat_Al_Aashegen.mp3,163.65714285714284,2646318,-83.8218,143.5546875
Mostafa_Amar,Alarab_Mostafa_Amar_El_Hawa.mp3,196.2,605984,-82.67563,60.09265988372093
Mostafa_Amar,Alarab_Mostafa_Amar_Begad.mp3,169.5869387755102,2730559,-60.8266,143.5546875
Mostafa_Amar,Alarab_Moustafa_Amar_-_Afalt_Esika.mp3,210.65251700680273,8487620,-7.136429,89.10290948275862
Mostafa_Amar,Alarab_Mostafa_Amar_Habeb_Hayati.mp3,199.15201814058958,614840,-83.97086,129.19921875
Mostafa_Amar,Alarab_Moustafa_Sobhan-Allah.mp3,122.80163265306122,4925273,-60.01741,151.99908088235293
Mostafa_Amar,Alarab_Mostafa_Amar_Yalli_Waheshni.mp3,252.49959183673468,4074062,-84.82428,117.45383522727273
Mostafa_Amar,Alarab_Moustafa_Amar_-_Nafs_Elahsas.mp3,241.84272108843538,9735230,-43.824913,135.99917763157896
Mostafa_Amar,Alarab_Mostafa_Amar_Hobak_Nar.mp3,185.90403628117915,575096,-84.690674,80.74951171875
Mostafa_Amar,Alarab_Mostafa_Amar_Esod_Oyonoh.mp3,183.0138775510204,2945390,-50.60418,103.359375
Mostafa_Amar,Alarab_Mostafa_Amar_Kan_Al_Qamar.mp3,275.68802721088434,844448,-84.47636,86.1328125
Mostafa_Amar,Alarab_Moustafa-amr_Layali-Dobt.mp3,248.45061224489797,3495512,-84.283615,135.99917763157896
Mostafa_Amar,Alarab_Moustafa-amr_Heya.mp3,223.76489795918368,3149912,-83.70588,143.5546875
Mostafa_Amar,Alarab_Moustafa-amr_Taeeb-Roohak.mp3,205.79265306122448,2898300,-83.69152,112.34714673913044
Mostafa_Amar,Alarab_Mostafa-Amar_03_Harouh-Fehaa.mp3,248.17333333333335,9968718,-83.37165,64.599609375
Mostafa_Amar,Alarab_Mostafa_Amar_Taalaly_Ya_Walah.mp3,210.9387755102041,3409506,-83.34354,95.703125
Mostafa_Amar,Alarab_Moustafa_Amar_-_Bab_Mowareb_Flamingo.mp3,279.95537414965986,11259752,-42.928688,99.38401442307692
Mostafa_Amar,Alarab_Moustafa-amr_Mafesh-Daee.mp3,220.46666666666667,8861938,-83.51512,112.34714673913044
Mostafa_Amar,Alarab_Mostafa_Amar_Kadaba.mp3,208.74448979591835,3374397,-86.33206,103.359375
Mostafa_Amar,Alarab_Mostafa_Amar_Fara7.mp3,213.4204081632653,3431894,-48.101875,112.34714673913044
Mostafa_Amar,Alarab_Mostafa_Amar_Labud_Netfareg.mp3,282.51428571428573,4537467,-33.739357,135.99917763157896
Mostafa_Amar,Alarab_Moustafa_Amar_-_Mogab.mp3,224.47129251700682,9040359,-30.937637,99.38401442307692
Mostafa_Amar,Alarab_Mostafa_Amar_El_Laila_Dob.mp3,404.8979591836735,8123140,-20.173466,112.34714673913044
Mostafa_Amar,Alarab_Moustafa_Amar_-_Salma.mp3,141.55863945578233,5723853,-44.069878,99.38401442307692
Mostafa_Amar,Alarab_Mostafa_Amar_El_Bahr.mp3,179.8560090702948,556952,-85.76157,67.99958881578948
Mostafa_Amar,Alarab_Mostafa_Amar_Ma_Bihdash.mp3,220.91755102040815,5327241,-84.08421,92.28515625
Mostafa_Amar,Alarab_Moustafa_Saly-We-Erfaa-Edeek.mp3,204.61714285714285,8195095,-63.669327,117.45383522727273
Mostafa_Amar,Alarab_Mostafa_Amar_Asshab_Wala.mp3,258.1920181405896,791960,-83.85249,129.19921875
Mostafa_Amar,Alarab_Moustafa-amr_Oyono-Elkadabeen.mp3,193.9069387755102,2731900,-83.63679,151.99908088235293
Mostafa_Amar,Alarab_Mostafa_Amar_Shaghlen.mp3,184.84244897959184,2985434,-83.90602,117.45383522727273
Mostafa_Amar,Alarab_Moustafa_Amar_-_Habebak.mp3,272.0925170068027,10945212,-34.623,135.99917763157896
Mostafa_Amar,Alarab_Mostafa_Amar_Howah.mp3,407.0922448979592,6530643,-46.15057,117.45383522727273
Mostafa_Amar,Alarab_Moustafa-amr_Harouh-Feha.mp3,249.10367346938776,3504654,-83.696556,64.599609375
Mostafa_Amar,Alarab_Mostafa_Amar_Benlef.mp3,233.69142857142856,3764394,-82.99417,123.046875
Mostafa_Amar,Alarab_Mostafa_Amar_Wana_Leh.mp3,278.30857142857144,4470176,-34.461304,161.4990234375
Mostafa_Amar,Alarab_Mostafa_Amar.Ya.Nhar.Abyd.mp3,226.16,9089726,-84.44865,92.28515625
Mostafa_Amar,Alarab_Moustafa_Ghairak-Maleesh.mp3,188.55183673469386,7553027,-83.12021,71.77734375
Mostafa_Amar,Alarab_Mostafa_Amar_Tameny.mp3,311.745306122449,5005163,-83.38414,129.19921875
Mostafa_Amar,Alarab_Mostafa_Amar_Shankloh.mp3,111.85632653061225,1806940,-42.0026,83.35433467741936
Mostafa_Amar,Alarab_Moustafa_Wallah-Zaman-Ya-Ramadan.mp3,242.72979591836736,9718299,-83.14398,135.99917763157896
Mostafa_Amar,Alarab_Mostafa_Amar_Eftekerni.mp3,198.53061224489795,3193657,-59.832684,117.45383522727273
Mostafa_Amar,Alarab_Moustafa_Amar_-_Nisetny_Khlas.mp3,238.15945578231293,9587901,-42.08891,161.4990234375
Nancy_Aajram,Alarab_Nancy_Zabbat-WKhattat.mp3,197.20897959183674,7907677,-83.66533,99.38401442307692
Nancy_Aajram,Alarab_Nancy_Ajram_-_Awal_sahra.mp3,298.76244897959185,8382755,-51.31641,95.703125
Nancy_Aajram,Alarab_Nancy_Aajram_Sana_Wara_Sana.mp3,231.2881632653061,6493499,-82.66245,143.5546875
Nancy_Aajram,Alarab_Nancy_Aajram_Badalaa_Aalek.mp3,252.2383673469388,7080082,-83.20967,135.99917763157896
Nancy_Aajram,Alarab_Nancy_Agram_Kart_Sha7n.mp3,274.2073469387755,7695226,-82.70186,161.4990234375
Nancy_Aajram,Alarab_Nancy_Hassa-Beek.mp3,226.6570068027211,9085585,-66.51767,83.35433467741936
Nancy_Aajram,Alarab_Nancy_Aajram_Ashteki_Meno.mp3,204.8522448979592,5753283,-83.2521,135.99917763157896
Nancy_Aajram,Alarab_Nancy_ElHob-Zay-ElWatar.mp3,264.67301587301586,10606243,-60.75567,143.5546875
Nancy_Aajram,Alarab_Nancy_Ajram_-_Lamma_Rah_El_Sabr.mp3,240.92734693877551,6763347,-84.66811,143.5546875
